,_id,id,title,artist,feeling,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,encoded
2432,6376992b2cd3e1466f056ab6,3UaT8BCOMV90ywPF44nQ05,Crime For Crime,Ani Difranco,Acoustic,0.704,0.222,0.353,0.0233,0.206,0.357,-10.166,0.213,0
2433,6376992b2cd3e1466f056ab7,4LoXIJOdHAdo9JC2X1aVFL,Glowworm,Apples In Stereo,Acoustic,0.47,0.00333,0.822,0.908,0.157,0.891,-10.659,0.0337,0
2434,6376992b2cd3e1466f056ab8,4M1zcX803dgkDkISHZDPYi,Dont Play That Song,Aretha Franklin,Acoustic,0.513,0.563,0.537,1.43e-06,0.212,0.831,-9.563,0.042,0
2435,6376992c2cd3e1466f056ab9,5kTC3rD9sE5LE0uWNKWuUz,Willow Weep For Me,Art Tatum,Acoustic,0.459,0.993,0.26,0.922,0.556,0.451,-16.802,0.0413,0
2436,6376992c2cd3e1466f056aba,3Am0IbOxmvlSXro7N5iSfZ,Strawberry Fields Forever,Beatles,Acoustic,0.39,0.336,0.502,0.000138,0.0713,0.289,-12.277,0.178,0
2437,6376992c2cd3e1466f056abb,4VDfpqLKbbuMMRIl14LLTg,Thorn In My Pride,Black Crowes,Acoustic,0.556,0.0455,0.839,0.000374,0.0929,0.538,-5.381,0.0353,0
2438,6376992c2cd3e1466f056abc,032kwZ9kg4yIaIPBOOIwlm,Ill Be Your Baby Tonight,Bob Dylan,Acoustic,0.512,0.454,0.23,0.000139,0.0508,0.457,-16.412,0.0301,0
2439,6376992c2cd3e1466f056abd,75FYqcxt1YEAtqDLrOeIJn,Three Little Birds,Bob Marley And The Wailers,Acoustic,0.826,0.00916,0.49,4.41e-06,0.0415,0.627,-10.477,0.0676,0
2440,6376992c2cd3e1466f056abe,20HCbY9qPpi1H2pP2MRUWy,Womans Gotta Have It,Bobby Womack,Acoustic,0.506,0.567,0.59,2.1e-05,0.17,0.735,-8.922,0.0302,0
2441,6376992c2cd3e1466f056abf,37ZJ0p5Jm13JPevGcx4SkF,Livin On A Prayer,Bon Jovi,Acoustic,0.532,0.0778,0.887,0.000214,0.294,0.795,-3.757,0.0335,0
2442,6376992c2cd3e1466f056ac0,2OARIMw1hpehr86Iwmv04c,Peggy Sue,Buddy Holly,Acoustic,0.676,0.947,0.424,0.000494,0.119,0.493,-8.132,0.0329,0
2443,6376992c2cd3e1466f056ac1,2FmUpxb4nnyb1kX4rvvHZT,I Would Hurt A Fly,Built To Spill,Acoustic,0.348,0.000263,0.577,0.749,0.0565,0.516,-8.857,0.0279,0
2444,6376992d2cd3e1466f056ac2,7xUEsVEwSSXhjgBgZG57Tl,Everybodys Happy Nowadays,Buzzcocks,Acoustic,0.535,0.00347,0.802,6.2e-06,0.18,0.598,-7.472,0.137,0
2445,6376992d2cd3e1466f056ac3,2JOJBxwRHWYcdXiOxZmoFv,Minnie The Moocher,Cab Calloway,Acoustic,0.512,0.848,0.322,0.0,0.71,0.451,-12.694,0.124,0
2446,6376992d2cd3e1466f056ac4,1qhp5owrFGeZ5Jgin28nwR,Youve Got A Friend,Carole King,Acoustic,0.473,0.88,0.263,4.41e-05,0.123,0.461,-10.684,0.0336,0
2447,6376992d2cd3e1466f056ac5,310W4MTv1ljtNnkkFzqRni,Surrounded,Chantal Kreviazuk,Acoustic,0.36,0.594,0.49,8.39e-06,0.0932,0.353,-9.047,0.0332,0
2448,6376992d2cd3e1466f056ac6,6A1mh31895sUIYEpOfeqC3,Ornithology,Charlie Parker,Acoustic,0.475,0.532,0.689,0.00427,0.969,0.823,-9.351,0.054,0
2449,6376992d2cd3e1466f056ac7,0osLWyQD3uJ20UWdLQhlzT,Alfie,Cilla Black,Acoustic,0.306,0.941,0.257,0.00654,0.118,0.156,-10.658,0.0309,0
2450,6376992d2cd3e1466f056ac8,7p4muFD9MYdc59rn8h4aQ8,The House Carpenter,Clarence Ashley,Acoustic,0.527,0.991,0.307,0.0,0.183,0.791,-11.613,0.0417,0
2451,6376992d2cd3e1466f056ac9,0BCPKOYdS2jbQ8iyB56Zns,Clocks,Coldplay,Acoustic,0.577,0.599,0.749,0.0115,0.183,0.255,-7.215,0.0279,0
2452,6376992d2cd3e1466f056aca,3UJiiJddL5Ne9DJcXAUqai,Postcard Blues,Cowboy Junkies,Acoustic,0.372,0.882,0.0205,0.04,0.111,0.222,-29.913,0.0408,0
2453,6376992e2cd3e1466f056acb,0gEyKnHvgkrkBM6fbeHdwK,Linger,Cranberries,Acoustic,0.439,0.0783,0.434,4.87e-05,0.14,0.204,-14.918,0.0265,0
2454,6376992e2cd3e1466f056acc,3rpuor3iDjfx0yOcSfE63v,Song For Bob Dylan,David Bowie,Acoustic,0.421,0.167,0.459,0.0,0.0637,0.642,-15.411,0.0441,0
2455,6376992e2cd3e1466f056acd,4BVE5tIIpYabZcYCbephNW,Touch Me,Doors,Acoustic,0.425,0.405,0.903,0.0128,0.117,0.769,-4.801,0.0732,0
2456,6376992e2cd3e1466f056ace,0DapyygCaVPfTMvTmQCZ5e,Teenage Shutdown,Electric Frankenstein,Acoustic,0.339,0.0803,0.987,0.0,0.873,0.155,-6.231,0.0726,0
2457,6376992e2cd3e1466f056acf,2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,Elton John,Acoustic,0.414,0.382,0.428,0.000243,0.148,0.282,-11.097,0.0278,0
2458,6376992e2cd3e1466f056ad0,4UzVcXufOhGUwF56HT7b8M,My Immortal,Evanescence,Acoustic,0.19,0.863,0.265,0.0,0.134,0.101,-9.206,0.0356,0
2459,6376992e2cd3e1466f056ad1,0eRw1thpWDU7tFt6NfVU4C,Love Ridden,Fiona Apple,Acoustic,0.266,0.798,0.249,0.0,0.197,0.086,-12.908,0.0441,0
2460,6376992e2cd3e1466f056ad2,6pb5BBnIM5IM7R1cqag6rE,Big Me,Foo Fighters,Acoustic,0.579,0.442,0.708,0.0,0.11,0.846,-10.419,0.0374,0
2461,6376992e2cd3e1466f056ad3,3YRCqOhFifThpSRFJ1VWFM,November Rain,Guns N Roses,Acoustic,0.294,0.0163,0.641,0.22,0.112,0.226,-9.316,0.0291,0
2462,6376992e2cd3e1466f056ad4,5hyinpdAW0ov09P4Q2cert,Give It Up Or Turnit A Loose,James Brown,Acoustic,0.698,0.0386,0.722,0.548,0.0919,0.776,-14.111,0.0508,0
2463,6376992f2cd3e1466f056ad5,25cHemfhrENdDHSlzQHjDb,Event Horizon,Jamie Janover,Acoustic,0.326,0.921,0.296,0.912,0.133,0.132,-14.888,0.0306,0
2464,6376992f2cd3e1466f056ad6,2XsW8N3mMRD5blv4KGNHq6,Police And Thieves,Junior Murvin,Acoustic,0.932,0.0597,0.359,0.0,0.136,0.906,-12.958,0.0944,0
2465,6376992f2cd3e1466f056ad7,2L93TdW2GMue1H2zlkt30F,Suzanne,Leonard Cohen,Acoustic,0.409,0.922,0.172,0.00112,0.111,0.352,-16.44,0.0389,0
2466,6376992f2cd3e1466f056ad8,7vNIQasUplEmSaZLRYYvxN,Corrido 1,Los Lobos,Acoustic,0.638,0.042,0.808,0.00052,0.308,0.963,-8.784,0.0387,0
2467,6376992f2cd3e1466f056ad9,1U0OueoBA6vNNhrqCvdNOX,You Set The Scene,Love,Acoustic,0.431,0.354,0.371,5.67e-05,0.0604,0.517,-17.166,0.0479,0
2468,6376992f2cd3e1466f056ada,5TAf4lnZCZTLlZHNZMLFLi,I Try,Macy Gray,Acoustic,0.593,0.313,0.642,0.000582,0.0804,0.736,-7.284,0.0299,0
2469,6376992f2cd3e1466f056adb,5ChkMS8OtdzJeqyybCc9R5,Billie Jean,Michael Jackson,Acoustic,0.92,0.0236,0.654,0.0153,0.036,0.847,-3.051,0.0401,0
2470,6376992f2cd3e1466f056adc,53DG0u1v0yk7qYa5ZAZg9t,Spanish Banks,Norine Braun,Acoustic,0.599,0.532,0.4,0.0,0.277,0.428,-12.326,0.0295,0
2471,6376992f2cd3e1466f056add,2SLgRzZQUtlFaA36JPs9Rp,Camera,R.E.M.,Acoustic,0.41,0.102,0.443,0.00184,0.157,0.267,-8.847,0.0341,0
2472,637699302cd3e1466f056ade,23GoDvgbOT7lbmr2CeTo7Y,Silk Road,Scott Hill,Acoustic,0.392,0.784,0.177,0.521,0.111,0.261,-14.928,0.0415,0
2473,637699302cd3e1466f056adf,1EEL8DIaXO07NSatBjAzik,Stop Your Crying,Spiritualized,Acoustic,0.348,0.406,0.471,0.00519,0.0821,0.224,-7.145,0.0293,0
2474,637699302cd3e1466f056ae0,6KIiQHkE3NrMxhyfrA4x8c,Cybeles Reverie,Stereolab,Acoustic,0.321,0.00976,0.788,0.395,0.29,0.657,-7.772,0.0289,0
2475,637699302cd3e1466f056ae1,7as3y0Z9c0LH4sZDhFw9uU,Children Of The Revolution,T. Rex,Acoustic,0.522,0.0827,0.731,0.0,0.0855,0.745,-8.606,0.0529,0
2476,637699302cd3e1466f056ae2,5nNZTUzinBDsnj3U76NJFC,And She Was,Talking Heads,Acoustic,0.697,0.0059,0.846,0.0256,0.0967,0.973,-5.471,0.03,0
2477,637699302cd3e1466f056ae3,2aPalI4tdjW80RFQBEdqTX,Hate My Way,Throwing Muses,Acoustic,0.303,0.0118,0.937,0.0248,0.442,0.648,-6.404,0.0391,0
2478,637699302cd3e1466f056ae4,2Z6X0M3a3qYtGvG1gpESqg,Dont Make Promises,Tim Hardin,Acoustic,0.654,0.848,0.398,0.00226,0.124,0.784,-13.607,0.0329,0
2479,637699302cd3e1466f056ae5,47CKiBes4Q7eBl5cpYm5Ev,Little Part Of Me,Tom Paul,Acoustic,0.699,0.111,0.789,0.0,0.115,0.805,-5.962,0.0295,0
2480,637699302cd3e1466f056ae6,65TIlSzHRK25EE5P972aYG,Time,Tom Waits,Acoustic,0.368,0.746,0.116,0.000257,0.139,0.295,-22.515,0.0417,0
2481,637699312cd3e1466f056ae7,7jGzYUZ2Bgg8BDfYlQRfn8,Wild Thing,Troggs,Acoustic,0.453,0.741,0.658,0.0288,0.135,0.761,-13.472,0.0539,0
2482,637699312cd3e1466f056ae8,7jIAttgQTpLDoNtykIQXjH,Blister In The Sun,Violent Femmes,Acoustic,0.726,0.316,0.537,0.0,0.0707,0.882,-8.896,0.114,0
2483,637699312cd3e1466f056ae9,3mE0crgg6iXxKyxKL1LNAn,Kingpin,Wilco,Acoustic,0.352,0.641,0.607,0.00641,0.655,0.519,-6.581,0.041,0
2484,637699312cd3e1466f056aea,0hDQV9X1Da5JrwhK8gu86p,Maps,Yeah Yeah Yeahs,Acoustic,0.502,0.000346,0.941,0.319,0.553,0.124,-5.194,0.0716,0
2485,637699312cd3e1466f056aeb,3UaT8BCOMV90ywPF44nQ05,Crime For Crime,Ani Difranco,Acoustic Guitar,0.704,0.222,0.353,0.0233,0.206,0.357,-10.166,0.213,1
2486,637699312cd3e1466f056aec,4VDfpqLKbbuMMRIl14LLTg,Thorn In My Pride,Black Crowes,Acoustic Guitar,0.556,0.0455,0.839,0.000374,0.0929,0.538,-5.381,0.0353,1
2487,637699312cd3e1466f056aed,032kwZ9kg4yIaIPBOOIwlm,Ill Be Your Baby Tonight,Bob Dylan,Acoustic Guitar,0.512,0.454,0.23,0.000139,0.0508,0.457,-16.412,0.0301,1
2488,637699312cd3e1466f056aee,2OARIMw1hpehr86Iwmv04c,Peggy Sue,Buddy Holly,Acoustic Guitar,0.676,0.947,0.424,0.000494,0.119,0.493,-8.132,0.0329,1
2489,637699312cd3e1466f056aef,2L93TdW2GMue1H2zlkt30F,Suzanne,Leonard Cohen,Acoustic Guitar,0.409,0.922,0.172,0.00112,0.111,0.352,-16.44,0.0389,1
2490,637699322cd3e1466f056af0,1U0OueoBA6vNNhrqCvdNOX,You Set The Scene,Love,Acoustic Guitar,0.431,0.354,0.371,5.67e-05,0.0604,0.517,-17.166,0.0479,1
2491,637699322cd3e1466f056af1,53DG0u1v0yk7qYa5ZAZg9t,Spanish Banks,Norine Braun,Acoustic Guitar,0.599,0.532,0.4,0.0,0.277,0.428,-12.326,0.0295,1
2492,637699322cd3e1466f056af2,6KIiQHkE3NrMxhyfrA4x8c,Cybeles Reverie,Stereolab,Acoustic Guitar,0.321,0.00976,0.788,0.395,0.29,0.657,-7.772,0.0289,1
2493,637699322cd3e1466f056af3,65TIlSzHRK25EE5P972aYG,Time,Tom Waits,Acoustic Guitar,0.368,0.746,0.116,0.000257,0.139,0.295,-22.515,0.0417,1
2494,637699322cd3e1466f056af4,3mE0crgg6iXxKyxKL1LNAn,Kingpin,Wilco,Acoustic Guitar,0.352,0.641,0.607,0.00641,0.655,0.519,-6.581,0.041,1
2495,637699322cd3e1466f056af5,1udmPvJoBnqitbeYKKc9mc,Black Sabbath,Black Sabbath,Aggressive,0.344,0.0493,0.449,0.0278,0.322,0.123,-13.887,0.0421,2
2496,637699322cd3e1466f056af6,0DapyygCaVPfTMvTmQCZ5e,Teenage Shutdown,Electric Frankenstein,Aggressive,0.339,0.0803,0.987,0.0,0.873,0.155,-6.231,0.0726,2
2497,637699322cd3e1466f056af7,6C7ZgThn6Yan5MTZdAEEFw,Mama Said Knock You Out,Ll Cool J,Aggressive,0.791,0.0314,0.759,0.674,0.255,0.619,-7.378,0.129,2
2498,637699322cd3e1466f056af8,58PSYdY0GFg0LFb2PxYk4T,Mannish Boy,Muddy Waters,Aggressive,0.598,0.44,0.735,0.000215,0.681,0.615,-10.882,0.0973,2
2499,637699332cd3e1466f056af9,4r4GO6jSL2piTZmKL5cIZV,Pretty Vacant,Sex Pistols,Aggressive,0.291,0.0264,0.869,0.0,0.142,0.382,-7.858,0.0545,2
2500,637699332cd3e1466f056afa,2aPalI4tdjW80RFQBEdqTX,Hate My Way,Throwing Muses,Aggressive,0.303,0.0118,0.937,0.0248,0.442,0.648,-6.404,0.0391,2
2501,637699332cd3e1466f056afb,1KTAmocBenrMu2hc11agYV,Persuaders Dub,Dr Kuch,Altered With Effects,0.786,0.0251,0.91,0.591,0.327,0.859,-8.774,0.0468,3
2502,637699332cd3e1466f056afc,2XsW8N3mMRD5blv4KGNHq6,Police And Thieves,Junior Murvin,Altered With Effects,0.932,0.0597,0.359,0.0,0.136,0.906,-12.958,0.0944,3
2503,637699332cd3e1466f056afd,6C7ZgThn6Yan5MTZdAEEFw,Mama Said Knock You Out,Ll Cool J,Altered With Effects,0.791,0.0314,0.759,0.674,0.255,0.619,-7.378,0.129,3
2504,637699332cd3e1466f056afe,6BBYNpkwZ5gNukxVqOPiqc,Love At First Sight,Xtc,Altered With Effects,0.764,0.0121,0.815,0.00167,0.138,0.679,-5.26,0.0604,3
2505,637699332cd3e1466f056aff,2oJuoAFzlEHDS0moF0VtuA,Wonderful,Adam Ant,Alternative,0.538,0.0594,0.669,0.000458,0.101,0.382,-8.012,0.0255,4
2506,637699332cd3e1466f056b00,3CVDronuSnhguSUguPoseM,Thank U,Alanis Morissette,Alternative,0.672,0.379,0.616,2.73e-05,0.0887,0.566,-5.764,0.0258,4
2507,637699332cd3e1466f056b01,4LoXIJOdHAdo9JC2X1aVFL,Glowworm,Apples In Stereo,Alternative,0.47,0.00333,0.822,0.908,0.157,0.891,-10.659,0.0337,4
2508,637699332cd3e1466f056b02,06I0SRMFIswpEQj5S0aP0f,At Least You Ve Been Told,Arthur Yoria,Alternative,0.741,0.00158,0.666,0.254,0.0715,0.743,-7.829,0.0447,4
2509,637699342cd3e1466f056b03,37ZJ0p5Jm13JPevGcx4SkF,Livin On A Prayer,Bon Jovi,Alternative,0.532,0.0778,0.887,0.000214,0.294,0.795,-3.757,0.0335,4
2510,637699342cd3e1466f056b04,2FmUpxb4nnyb1kX4rvvHZT,I Would Hurt A Fly,Built To Spill,Alternative,0.348,0.000263,0.577,0.749,0.0565,0.516,-8.857,0.0279,4
2511,637699342cd3e1466f056b05,0BCPKOYdS2jbQ8iyB56Zns,Clocks,Coldplay,Alternative,0.577,0.599,0.749,0.0115,0.183,0.255,-7.215,0.0279,4
2512,637699342cd3e1466f056b06,0gEyKnHvgkrkBM6fbeHdwK,Linger,Cranberries,Alternative,0.439,0.0783,0.434,4.87e-05,0.14,0.204,-14.918,0.0265,4
2513,637699342cd3e1466f056b07,3rpuor3iDjfx0yOcSfE63v,Song For Bob Dylan,David Bowie,Alternative,0.421,0.167,0.459,0.0,0.0637,0.642,-15.411,0.0441,4
2514,637699342cd3e1466f056b08,0DapyygCaVPfTMvTmQCZ5e,Teenage Shutdown,Electric Frankenstein,Alternative,0.339,0.0803,0.987,0.0,0.873,0.155,-6.231,0.0726,4
2515,637699342cd3e1466f056b09,04h8XEp9JDbOxTBzm91jR3,Artificial Sweetener,No Doubt,Alternative,0.567,0.00881,0.779,0.0,0.911,0.284,-4.538,0.0443,4
2516,637699342cd3e1466f056b0a,2SLgRzZQUtlFaA36JPs9Rp,Camera,R.E.M.,Alternative,0.41,0.102,0.443,0.00184,0.157,0.267,-8.847,0.0341,4
2517,637699342cd3e1466f056b0b,0A7uFMaSlvQOI7BpVV2orZ,Legend,Roots Of Rebellion,Alternative,0.296,0.00696,0.883,0.0,0.0718,0.57,-4.213,0.093,4
2518,637699352cd3e1466f056b0c,7fURZRPkB2S70sYR1naKTK,Black Hole Sun,Soundgarden,Alternative,0.361,0.000291,0.728,0.000112,0.0701,0.155,-8.519,0.0368,4
2519,637699352cd3e1466f056b0d,7as3y0Z9c0LH4sZDhFw9uU,Children Of The Revolution,T. Rex,Alternative,0.522,0.0827,0.731,0.0,0.0855,0.745,-8.606,0.0529,4
2520,637699352cd3e1466f056b0e,42et6fnHCw1HIPSrdPprMl,Semi,Third Eye Blind,Alternative,0.64,0.00832,0.864,0.0,0.123,0.701,-6.576,0.0314,4
2521,637699352cd3e1466f056b0f,2aPalI4tdjW80RFQBEdqTX,Hate My Way,Throwing Muses,Alternative,0.303,0.0118,0.937,0.0248,0.442,0.648,-6.404,0.0391,4
2522,637699352cd3e1466f056b10,7jIAttgQTpLDoNtykIQXjH,Blister In The Sun,Violent Femmes,Alternative,0.726,0.316,0.537,0.0,0.0707,0.882,-8.896,0.114,4
2523,637699352cd3e1466f056b11,0hDQV9X1Da5JrwhK8gu86p,Maps,Yeah Yeah Yeahs,Alternative,0.502,0.000346,0.941,0.319,0.553,0.124,-5.194,0.0716,4
2524,637699352cd3e1466f056b12,5S4jdjxcK3z7r8DsnGXIAb,Tbd,Introspekt,Ambient Sounds,0.792,0.00408,0.696,0.841,0.0885,0.347,-12.417,0.0648,5
2525,637699352cd3e1466f056b13,5IX4TbIR5mMHGE4wiWwKW0,One,Metallica,Ambient Sounds,0.437,0.00111,0.695,0.0857,0.124,0.413,-9.447,0.0617,5
2526,637699352cd3e1466f056b14,0JivLy7GKnrsvTODGpNwZB,Dead Slow Day,Psychetropic,Ambient Sounds,0.354,0.745,0.459,0.442,0.078,0.377,-15.504,0.0394,5
2527,637699352cd3e1466f056b15,3UaT8BCOMV90ywPF44nQ05,Crime For Crime,Ani Difranco,Angry,0.704,0.222,0.353,0.0233,0.206,0.357,-10.166,0.213,6
2528,637699362cd3e1466f056b16,1udmPvJoBnqitbeYKKc9mc,Black Sabbath,Black Sabbath,Angry,0.344,0.0493,0.449,0.0278,0.322,0.123,-13.887,0.0421,6
2529,637699362cd3e1466f056b17,0DapyygCaVPfTMvTmQCZ5e,Teenage Shutdown,Electric Frankenstein,Angry,0.339,0.0803,0.987,0.0,0.873,0.155,-6.231,0.0726,6
2530,637699362cd3e1466f056b18,6C7ZgThn6Yan5MTZdAEEFw,Mama Said Knock You Out,Ll Cool J,Angry,0.791,0.0314,0.759,0.674,0.255,0.619,-7.378,0.129,6
2531,637699362cd3e1466f056b19,58PSYdY0GFg0LFb2PxYk4T,Mannish Boy,Muddy Waters,Angry,0.598,0.44,0.735,0.000215,0.681,0.615,-10.882,0.0973,6
2532,637699362cd3e1466f056b1a,04h8XEp9JDbOxTBzm91jR3,Artificial Sweetener,No Doubt,Angry,0.567,0.00881,0.779,0.0,0.911,0.284,-4.538,0.0443,6
2533,637699362cd3e1466f056b1b,4r4GO6jSL2piTZmKL5cIZV,Pretty Vacant,Sex Pistols,Angry,0.291,0.0264,0.869,0.0,0.142,0.382,-7.858,0.0545,6
2534,637699362cd3e1466f056b1c,3dnRAzwyNeC1exrbamaJwv,A,Sir Mix,Angry,0.675,0.0509,0.897,6.45e-05,0.57,0.187,-3.973,0.0488,6
2535,637699362cd3e1466f056b1d,7as3y0Z9c0LH4sZDhFw9uU,Children Of The Revolution,T. Rex,Angry,0.522,0.0827,0.731,0.0,0.0855,0.745,-8.606,0.0529,6
2536,637699372cd3e1466f056b1e,2aPalI4tdjW80RFQBEdqTX,Hate My Way,Throwing Muses,Angry,0.303,0.0118,0.937,0.0248,0.442,0.648,-6.404,0.0391,6
2537,637699372cd3e1466f056b1f,7abGerACQx9G1OBqHYFKAb,Poison Arrow,Abc,Arousing,0.736,0.182,0.876,0.00776,0.119,0.802,-5.894,0.0839,7
2538,637699372cd3e1466f056b20,06I0SRMFIswpEQj5S0aP0f,At Least You Ve Been Told,Arthur Yoria,Arousing,0.741,0.00158,0.666,0.254,0.0715,0.743,-7.829,0.0447,7
2539,637699372cd3e1466f056b21,0MyY4WcN7DIfbSmp5yej5z,Da Funk,Daft Punk,Arousing,0.806,0.00196,0.7,0.891,0.267,0.892,-5.269,0.0752,7
2540,637699372cd3e1466f056b22,20XdEFyaUR9C7aDIdq2OAd,Summertime,Dj Jazzy Jeff And The Fresh Prince,Arousing,0.677,0.0455,0.539,1.84e-06,0.845,0.469,-14.439,0.063,7
2541,637699372cd3e1466f056b23,4BVE5tIIpYabZcYCbephNW,Touch Me,Doors,Arousing,0.425,0.405,0.903,0.0128,0.117,0.769,-4.801,0.0732,7
2542,637699372cd3e1466f056b24,1KTAmocBenrMu2hc11agYV,Persuaders Dub,Dr Kuch,Arousing,0.786,0.0251,0.91,0.591,0.327,0.859,-8.774,0.0468,7
2543,637699372cd3e1466f056b25,0DapyygCaVPfTMvTmQCZ5e,Teenage Shutdown,Electric Frankenstein,Arousing,0.339,0.0803,0.987,0.0,0.873,0.155,-6.231,0.0726,7
2544,637699382cd3e1466f056b26,5S4jdjxcK3z7r8DsnGXIAb,Tbd,Introspekt,Arousing,0.792,0.00408,0.696,0.841,0.0885,0.347,-12.417,0.0648,7
2545,637699382cd3e1466f056b27,6D8kc7RO0rqBLSo2YPflJ5,Abc,Jackson 5,Arousing,0.572,0.519,0.786,0.00093,0.11,0.952,-8.469,0.0642,7
2546,637699382cd3e1466f056b28,5hyinpdAW0ov09P4Q2cert,Give It Up Or Turnit A Loose,James Brown,Arousing,0.698,0.0386,0.722,0.548,0.0919,0.776,-14.111,0.0508,7
2547,637699382cd3e1466f056b29,6C7ZgThn6Yan5MTZdAEEFw,Mama Said Knock You Out,Ll Cool J,Arousing,0.791,0.0314,0.759,0.674,0.255,0.619,-7.378,0.129,7
2548,637699382cd3e1466f056b2a,5ChkMS8OtdzJeqyybCc9R5,Billie Jean,Michael Jackson,Arousing,0.92,0.0236,0.654,0.0153,0.036,0.847,-3.051,0.0401,7
2549,637699382cd3e1466f056b2b,58PSYdY0GFg0LFb2PxYk4T,Mannish Boy,Muddy Waters,Arousing,0.598,0.44,0.735,0.000215,0.681,0.615,-10.882,0.0973,7
2550,637699382cd3e1466f056b2c,5gTiJsV2JpTJWGJYkl82yH,Mine Tonite,Rocket City Riot,Arousing,0.407,1.24e-05,0.908,0.00745,0.0832,0.742,-5.538,0.0464,7
2551,637699382cd3e1466f056b2d,0A7uFMaSlvQOI7BpVV2orZ,Legend,Roots Of Rebellion,Arousing,0.296,0.00696,0.883,0.0,0.0718,0.57,-4.213,0.093,7
2552,637699382cd3e1466f056b2e,4r4GO6jSL2piTZmKL5cIZV,Pretty Vacant,Sex Pistols,Arousing,0.291,0.0264,0.869,0.0,0.142,0.382,-7.858,0.0545,7
2553,637699382cd3e1466f056b2f,3dnRAzwyNeC1exrbamaJwv,A,Sir Mix,Arousing,0.675,0.0509,0.897,6.45e-05,0.57,0.187,-3.973,0.0488,7
2554,637699392cd3e1466f056b30,7as3y0Z9c0LH4sZDhFw9uU,Children Of The Revolution,T. Rex,Arousing,0.522,0.0827,0.731,0.0,0.0855,0.745,-8.606,0.0529,7
2555,637699392cd3e1466f056b31,42et6fnHCw1HIPSrdPprMl,Semi,Third Eye Blind,Arousing,0.64,0.00832,0.864,0.0,0.123,0.701,-6.576,0.0314,7
2556,637699392cd3e1466f056b32,3mE0crgg6iXxKyxKL1LNAn,Kingpin,Wilco,Arousing,0.352,0.641,0.607,0.00641,0.655,0.519,-6.581,0.041,7
2557,637699392cd3e1466f056b33,41WWlhyhixPIVs7s8SYdyB,One Less Bell To Answer,5Th Dimension,Backing Vocals,0.398,0.737,0.405,4.97e-05,0.131,0.443,-6.664,0.0258,8
2558,637699392cd3e1466f056b34,4LoXIJOdHAdo9JC2X1aVFL,Glowworm,Apples In Stereo,Backing Vocals,0.47,0.00333,0.822,0.908,0.157,0.891,-10.659,0.0337,8
2559,637699392cd3e1466f056b35,1VBRdl1sT4DGckQaTzKEB9,Its All Been Done,Barenaked Ladies,Backing Vocals,0.521,0.000173,0.919,0.00218,0.301,0.746,-3.146,0.0475,8
2560,637699392cd3e1466f056b36,75FYqcxt1YEAtqDLrOeIJn,Three Little Birds,Bob Marley And The Wailers,Backing Vocals,0.826,0.00916,0.49,4.41e-06,0.0415,0.627,-10.477,0.0676,8
2561,637699392cd3e1466f056b37,37ZJ0p5Jm13JPevGcx4SkF,Livin On A Prayer,Bon Jovi,Backing Vocals,0.532,0.0778,0.887,0.000214,0.294,0.795,-3.757,0.0335,8
2562,637699392cd3e1466f056b38,5AiNr1E4t8n1T4NebVLKyK,Here Come The Warm Jets,Brian Eno,Backing Vocals,0.285,0.199,0.615,0.906,0.105,0.474,-13.403,0.0429,8
2563,637699392cd3e1466f056b39,20XdEFyaUR9C7aDIdq2OAd,Summertime,Dj Jazzy Jeff And The Fresh Prince,Backing Vocals,0.677,0.0455,0.539,1.84e-06,0.845,0.469,-14.439,0.063,8
2564,6376993a2cd3e1466f056b3a,2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,Elton John,Backing Vocals,0.414,0.382,0.428,0.000243,0.148,0.282,-11.097,0.0278,8
2565,6376993a2cd3e1466f056b3b,6D8kc7RO0rqBLSo2YPflJ5,Abc,Jackson 5,Backing Vocals,0.572,0.519,0.786,0.00093,0.11,0.952,-8.469,0.0642,8
2566,6376993a2cd3e1466f056b3c,2XsW8N3mMRD5blv4KGNHq6,Police And Thieves,Junior Murvin,Backing Vocals,0.932,0.0597,0.359,0.0,0.136,0.906,-12.958,0.0944,8
2567,6376993a2cd3e1466f056b3d,6ggJ6MceyHGWtUg1KLp3M1,Risingson,Massive Attack,Backing Vocals,0.521,0.0242,0.892,0.681,0.0667,0.299,-6.905,0.115,8
2568,6376993a2cd3e1466f056b3e,5ChkMS8OtdzJeqyybCc9R5,Billie Jean,Michael Jackson,Backing Vocals,0.92,0.0236,0.654,0.0153,0.036,0.847,-3.051,0.0401,8
2569,6376993a2cd3e1466f056b3f,4r4GO6jSL2piTZmKL5cIZV,Pretty Vacant,Sex Pistols,Backing Vocals,0.291,0.0264,0.869,0.0,0.142,0.382,-7.858,0.0545,8
2570,6376993a2cd3e1466f056b40,6KIiQHkE3NrMxhyfrA4x8c,Cybeles Reverie,Stereolab,Backing Vocals,0.321,0.00976,0.788,0.395,0.29,0.657,-7.772,0.0289,8
2571,6376993a2cd3e1466f056b41,7as3y0Z9c0LH4sZDhFw9uU,Children Of The Revolution,T. Rex,Backing Vocals,0.522,0.0827,0.731,0.0,0.0855,0.745,-8.606,0.0529,8
